time,temp_air,temp_water,humidity,ph,light,salinity,do,co2_air,set_temp_air,set_ph,set_oxygen,target_growth,target_ph,tank_vol,building_vol,growth_len,device_temp_air,device_temp_water,device_light,device_ph_injection,device_nitrogen,device_oxygen,expected_ph_duration,expected_growth,expected_harvest_time
2024-01-01T05:07:30+09:00,31.38,18.37,49.19,6.52,1286.36,0.41,5.81,449.81,25.89,7.04,6.17,-0.72,8.58,474.82,3620.8,52.35,1,1,0,0,0,1,34.14,4.01,2024-01-11T08:29:06+09:00
2024-01-01T05:08:00+09:00,31.57,18.38,49.09,6.55,1260.34,0.43,5.93,458.37,25.97,7.03,6.11,-0.82,8.6,483.8,3643.63,52.73,0,0,0,0,1,0,33.61,3.98,2024-01-10T14:29:36+09:00
2024-01-01T05:08:30+09:00,31.75,18.38,49.53,6.57,1235.04,0.45,5.97,461.29,25.94,7.01,6.09,-1.01,8.61,478.42,3646.36,52.32,0,0,0,1,0,0,33.24,3.9,2024-01-11T09:27:42+09:00
2024-01-01T05:09:00+09:00,31.56,18.34,49.83,6.61,1248.57,0.49,6.02,458.87,26.03,6.98,6.15,-1.05,8.59,478.47,3657.78,52.99,0,1,0,0,1,1,32.49,3.91,2024-01-11T07:33:00+09:00
2024-01-01T05:09:30+09:00,31.49,18.44,49.6,6.58,1234.47,0.53,5.82,464.8,26.1,7.0,6.13,-1.24,8.61,471.2,3677.94,52.21,1,0,0,0,0,0,31.81,3.92,2024-01-11T17:52:42+09:00
2024-01-01T05:10:00+09:00,31.33,18.36,49.28,6.58,1257.37,0.49,5.85,465.55,26.15,7.02,6.1,-1.24,8.63,466.49,3675.96,53.05,0,0,1,0,0,0,32.75,3.85,2024-01-11T10:12:24+09:00
2024-01-01T05:10:30+09:00,31.34,18.27,49.14,6.6,1259.94,0.5,5.82,473.55,26.2,7.05,6.1,-1.32,8.65,456.87,3697.65,52.71,0,0,0,0,0,0,32.85,3.76,2024-01-11T10:12:54+09:00
2024-01-01T05:11:00+09:00,31.48,18.25,49.22,6.6,1263.05,0.48,5.72,473.33,26.12,7.06,6.08,-1.48,8.64,449.5,3687.28,53.09,0,1,0,0,0,0,31.97,3.85,2024-01-11T10:56:36+09:00
2024-01-01T05:11:30+09:00,31.38,18.22,48.94,6.56,1292.51,0.46,5.78,482.88,26.09,7.05,6.17,-1.4,8.62,441.95,3734.23,53.06,1,1,1,1,0,1,31.15,3.87,2024-01-11T17:11:30+09:00
2024-01-01T05:12:00+09:00,31.44,18.29,49.43,6.58,1298.33,0.43,5.75,492.63,26.02,7.05,6.17,-1.53,8.58,450.73,3691.34,54.05,0,1,0,0,1,1,30.28,3.83,2024-01-12T11:12:00+09:00
2024-01-01T05:12:30+09:00,31.6,18.27,49.19,6.54,1321.29,0.39,5.71,488.3,26.07,7.07,6.13,-1.44,8.54,456.71,3720.79,54.22,0,1,0,0,1,1,30.32,3.78,2024-01-13T03:31:42+09:00
2024-01-01T05:13:00+09:00,31.74,18.36,49.57,6.56,1309.53,0.4,5.74,479.78,26.15,7.05,6.06,-1.54,8.59,451.26,3686.85,54.54,1,1,1,1,1,0,30.75,3.81,2024-01-13T17:27:24+09:00
2024-01-01T05:13:30+09:00,31.87,18.27,49.15,6.54,1285.49,0.37,5.63,488.07,26.08,7.05,6.05,-1.5,8.6,454.95,3649.92,53.83,1,0,1,0,0,1,30.18,3.77,2024-01-14T12:25:30+09:00
2024-01-01T05:14:00+09:00,32.04,18.2,49.32,6.59,1265.69,0.33,5.59,489.22,26.17,7.03,6.11,-1.5,8.55,450.14,3663.08,54.25,0,1,1,0,0,0,29.41,3.8,2024-01-15T06:54:48+09:00
2024-01-01T05:14:30+09:00,31.88,18.21,49.04,6.56,1265.42,0.37,5.51,484.23,26.16,7.03,6.12,-1.34,8.54,442.24,3692.69,53.89,1,0,0,1,1,0,29.43,3.89,2024-01-14T07:52:54+09:00
2024-01-01T05:15:00+09:00,31.72,18.15,48.57,6.6,1288.99,0.38,5.65,492.31,26.14,7.01,6.06,-1.21,8.57,436.23,3696.2,53.05,1,0,1,1,1,0,28.44,3.9,2024-01-13T16:03:00+09:00
2024-01-01T05:15:30+09:00,31.59,18.21,48.98,6.55,1283.9,0.42,5.8,498.96,26.12,7.0,6.12,-1.28,8.6,435.99,3647.93,52.75,0,0,0,0,0,0,29.21,3.85,2024-01-13T10:32:18+09:00
2024-01-01T05:16:00+09:00,31.64,18.17,49.02,6.6,1266.95,0.47,5.67,498.13,26.11,7.01,6.13,-1.12,8.62,432.75,3612.19,53.04,1,1,0,1,1,1,29.65,3.94,2024-01-12T16:18:24+09:00
2024-01-01T05:16:30+09:00,31.82,18.15,48.82,6.64,1255.72,0.43,5.64,491.92,26.05,6.98,6.06,-1.03,8.65,433.11,3566.02,53.63,0,0,0,0,1,0,29.19,4.01,2024-01-11T16:47:42+09:00
2024-01-01T05:17:00+09:00,31.8,18.21,48.58,6.59,1255.38,0.46,5.56,496.07,26.15,6.99,6.03,-0.91,8.66,428.65,3578.82,54.52,0,1,1,1,1,1,29.23,3.96,2024-01-12T14:09:48+09:00
2024-01-01T05:17:30+09:00,31.77,18.25,48.94,6.55,1239.84,0.46,5.61,499.98,26.22,6.98,6.13,-0.88,8.64,431.45,3585.98,54.24,1,1,1,0,0,0,28.63,3.89,2024-01-12T03:36:42+09:00
2024-01-01T05:18:00+09:00,31.71,18.29,48.93,6.6,1232.24,0.45,5.42,492.19,26.24,6.98,6.2,-0.75,8.63,439.09,3550.96,53.27,0,0,1,1,1,1,28.92,3.8,2024-01-13T02:10:48+09:00
2024-01-01T05:18:30+09:00,31.7,18.29,49.29,6.59,1209.09,0.41,5.47,500.97,26.27,7.0,6.12,-0.83,8.67,443.25,3574.88,53.53,0,1,1,1,0,1,28.04,3.86,2024-01-12T20:11:18+09:00
2024-01-01T05:19:00+09:00,31.88,18.22,48.94,6.56,1202.31,0.46,5.5,501.89,26.31,7.01,6.16,-0.82,8.72,434.51,3623.18,52.57,0,1,1,0,1,0,27.54,3.93,2024-01-13T16:21:24+09:00
2024-01-01T05:19:30+09:00,32.07,18.27,49.35,6.56,1206.66,0.49,5.6,509.81,26.22,7.03,6.12,-0.83,8.75,437.21,3621.46,52.92,1,1,1,0,0,0,27.95,3.87,2024-01-14T09:09:54+09:00
2024-01-01T05:20:00+09:00,32.16,18.28,49.09,6.51,1232.28,0.45,5.71,512.63,26.18,7.02,6.13,-1.02,8.77,429.59,3638.87,52.76,0,1,1,0,1,0,27.72,3.84,2024-01-15T02:27:12+09:00
2024-01-01T05:20:30+09:00,32.11,18.29,49.07,6.47,1220.11,0.43,5.75,507.66,26.27,7.0,6.2,-1.21,8.72,422.03,3662.11,52.81,0,1,1,0,1,1,26.73,3.93,2024-01-15T14:27:42+09:00
2024-01-01T05:21:00+09:00,31.97,18.31,48.74,6.51,1232.89,0.41,5.78,512.36,26.36,6.99,6.18,-1.14,8.68,429.73,3615.99,51.9,1,1,0,0,0,0,26.9,3.94,2024-01-15T17:06:36+09:00
2024-01-01T05:21:30+09:00,31.81,18.33,48.55,6.48,1210.93,0.43,5.65,506.97,26.38,7.0,6.24,-1.06,8.64,421.13,3590.92,51.62,0,0,0,1,1,1,26.16,3.99,2024-01-16T01:59:54+09:00
2024-01-01T05:22:00+09:00,31.66,18.39,48.68,6.47,1220.87,0.4,5.79,500.48,26.31,7.0,6.25,-1.06,8.65,430.5,3593.59,51.9,0,0,1,1,0,1,25.25,4.03,2024-01-15T09:26:48+09:00
2024-01-01T05:22:30+09:00,31.57,18.46,49.08,6.46,1226.99,0.41,5.91,507.03,26.24,7.02,6.3,-0.87,8.63,426.02,3619.28,52.49,0,0,0,0,0,1,24.37,4.08,2024-01-14T16:53:42+09:00
2024-01-01T05:23:00+09:00,31.51,18.53,48.63,6.49,1197.29,0.43,5.81,513.95,26.2,7.02,6.38,-0.89,8.63,423.9,3628.37,52.5,0,0,0,0,1,1,24.41,4.12,2024-01-14T14:30:12+09:00
2024-01-01T05:23:30+09:00,31.37,18.61,48.44,6.47,1198.93,0.48,5.99,516.86,26.16,6.99,6.29,-1.04,8.59,417.17,3612.91,53.45,1,0,0,0,0,0,23.91,4.12,2024-01-13T22:11:30+09:00
2024-01-01T05:24:00+09:00,31.18,18.52,48.65,6.44,1193.9,0.44,6.01,519.85,26.17,6.97,6.23,-1.21,8.59,421.43,3593.11,53.09,1,0,0,1,1,1,23.88,4.17,2024-01-14T01:48:00+09:00
2024-01-01T05:24:30+09:00,31.37,18.56,48.88,6.43,1183.5,0.4,5.91,517.06,26.08,7.0,6.17,-1.12,8.6,429.89,3543.43,52.74,0,1,1,0,0,0,24.32,4.23,2024-01-13T17:10:06+09:00
2024-01-01T05:25:00+09:00,31.39,18.46,49.16,6.42,1207.71,0.43,6.01,509.65,26.1,7.01,6.13,-1.29,8.61,426.38,3504.96,52.79,0,1,0,1,1,1,23.32,4.19,2024-01-14T15:44:12+09:00
2024-01-01T05:25:30+09:00,31.2,18.48,48.92,6.45,1218.31,0.41,6.02,516.6,26.14,7.01,6.22,-1.11,8.61,425.35,3516.66,53.36,1,1,0,0,1,1,23.59,4.12,2024-01-14T19:49:30+09:00
2024-01-01T05:26:00+09:00,31.36,18.49,48.96,6.41,1211.47,0.42,5.92,516.03,26.07,6.99,6.16,-0.95,8.59,423.98,3502.75,53.14,1,1,1,1,1,0,23.25,4.17,2024-01-14T14:33:12+09:00
2024-01-01T05:26:30+09:00,31.33,18.57,49.29,6.42,1235.94,0.41,5.87,514.61,26.03,6.99,6.21,-1.07,8.59,420.14,3486.49,52.89,1,0,0,0,0,1,22.94,4.26,2024-01-14T13:50:30+09:00
2024-01-01T05:27:00+09:00,31.15,18.54,48.97,6.4,1240.64,0.4,5.86,513.04,26.05,7.01,6.13,-1.14,8.57,420.18,3514.47,52.37,1,0,1,1,1,0,23.28,4.3,2024-01-14T19:22:12+09:00
2024-01-01T05:27:30+09:00,31.19,18.6,48.84,6.42,1249.5,0.44,5.9,509.05,25.97,7.0,6.22,-0.96,8.53,410.3,3532.04,52.96,0,0,0,1,1,1,22.64,4.32,2024-01-15T07:22:42+09:00
2024-01-01T05:28:00+09:00,31.22,18.65,49.06,6.47,1238.3,0.45,6.02,514.14,25.95,7.01,6.25,-1.15,8.49,400.37,3572.39,52.39,1,0,1,1,1,0,23.03,4.24,2024-01-15T18:11:12+09:00
2024-01-01T05:28:30+09:00,31.12,18.68,49.48,6.46,1266.94,0.42,6.17,515.78,25.95,6.98,6.29,-1.23,8.51,407.2,3592.55,52.52,1,1,1,1,0,1,22.4,4.19,2024-01-14T20:06:54+09:00
2024-01-01T05:29:00+09:00,30.99,18.67,49.86,6.47,1265.44,0.44,6.04,509.94,25.94,7.0,6.3,-1.19,8.51,408.58,3625.08,51.97,0,1,1,0,0,0,22.2,4.19,2024-01-15T06:41:00+09:00
2024-01-01T05:29:30+09:00,31.11,18.76,50.33,6.45,1257.66,0.4,5.98,501.38,25.88,6.98,6.4,-1.17,8.5,402.33,3634.47,52.48,0,0,0,0,0,0,22.34,4.18,2024-01-15T00:12:42+09:00
2024-01-01T05:30:00+09:00,31.2,18.79,50.79,6.5,1247.3,0.38,6.06,507.96,25.95,6.97,6.31,-1.04,8.47,411.97,3665.49,52.47,1,0,0,0,1,0,21.36,4.22,2024-01-14T16:18:00+09:00
2024-01-01T05:30:30+09:00,31.18,18.71,50.99,6.46,1249.57,0.37,6.25,507.04,25.95,6.97,6.22,-1.16,8.42,417.03,3697.56,52.24,1,1,1,0,1,0,21.87,4.28,2024-01-14T07:25:42+09:00
2024-01-01T05:31:00+09:00,31.19,18.73,51.11,6.46,1279.19,0.34,6.27,499.21,26.01,6.98,6.17,-1.29,8.46,420.06,3692.79,51.77,0,1,1,0,1,1,22.32,4.25,2024-01-15T03:35:48+09:00
2024-01-01T05:31:30+09:00,31.13,18.79,51.16,6.49,1271.06,0.36,6.17,491.86,26.1,6.99,6.09,-1.16,8.44,411.62,3720.28,51.61,1,0,1,1,1,0,22.16,4.26,2024-01-15T16:05:06+09:00
2024-01-01T05:32:00+09:00,31.32,18.73,50.68,6.51,1279.57,0.38,6.23,493.84,26.05,7.01,6.13,-0.97,8.43,403.98,3750.59,51.0,0,1,0,0,0,1,22.85,4.18,2024-01-15T16:20:00+09:00
2024-01-01T05:32:30+09:00,31.21,18.77,50.9,6.53,1299.76,0.4,6.4,497.67,26.15,7.01,6.21,-0.78,8.45,394.98,3794.58,50.45,0,0,1,0,1,0,22.63,4.26,2024-01-16T04:34:54+09:00
2024-01-01T05:33:00+09:00,31.27,18.72,50.76,6.52,1296.61,0.42,6.32,504.53,26.22,6.99,6.27,-0.85,8.5,400.18,3791.84,51.24,1,1,1,0,0,0,23.52,4.32,2024-01-16T05:04:12+09:00
2024-01-01T05:33:30+09:00,31.43,18.79,51.05,6.56,1295.52,0.45,6.16,508.2,26.17,7.01,6.34,-0.69,8.46,398.79,3802.16,50.96,1,0,1,0,0,1,22.95,4.41,2024-01-15T05:47:54+09:00
2024-01-01T05:34:00+09:00,31.42,18.71,50.75,6.55,1265.81,0.46,6.36,505.35,26.26,6.99,6.34,-0.52,8.5,397.41,3820.69,51.25,1,0,0,0,0,1,23.26,4.32,2024-01-14T22:50:48+09:00
2024-01-01T05:34:30+09:00,31.47,18.76,51.23,6.54,1267.2,0.5,6.39,509.17,26.28,6.98,6.28,-0.66,8.49,407.06,3784.45,51.8,1,0,1,1,0,0,23.85,4.37,2024-01-15T03:10:30+09:00
2024-01-01T05:35:00+09:00,31.4,18.85,51.38,6.51,1261.29,0.52,6.3,512.74,26.21,6.97,6.35,-0.73,8.51,414.12,3820.49,50.95,0,1,1,0,1,1,23.3,4.38,2024-01-16T02:56:36+09:00
2024-01-01T05:35:30+09:00,31.2,18.95,51.07,6.54,1277.13,0.57,6.49,503.07,26.15,6.96,6.44,-0.85,8.54,415.34,3781.51,51.59,0,0,1,0,1,1,23.57,4.47,2024-01-15T13:59:30+09:00
2024-01-01T05:36:00+09:00,31.04,18.9,51.55,6.52,1266.79,0.53,6.67,505.44,26.05,6.96,6.47,-0.92,8.56,421.37,3822.26,50.73,1,1,1,1,0,1,23.17,4.56,2024-01-14T20:43:12+09:00
2024-01-01T05:36:30+09:00,30.84,18.9,51.57,6.56,1293.49,0.52,6.74,495.63,26.03,6.97,6.38,-1.07,8.6,422.06,3797.81,49.86,1,1,1,0,1,1,22.21,4.61,2024-01-15T11:07:42+09:00
2024-01-01T05:37:00+09:00,30.96,18.82,52.01,6.54,1268.89,0.48,6.83,492.11,26.05,6.95,6.45,-0.95,8.65,429.52,3789.52,50.27,1,1,0,1,1,0,22.8,4.56,2024-01-15T03:56:12+09:00
2024-01-01T05:37:30+09:00,31.14,18.76,52.34,6.57,1266.16,0.47,6.66,494.74,26.11,6.97,6.39,-0.96,8.67,439.27,3740.06,50.18,0,0,1,0,0,0,22.72,4.56,2024-01-15T05:37:30+09:00
2024-01-01T05:38:00+09:00,31.34,18.82,52.75,6.59,1291.87,0.48,6.79,486.02,26.08,6.97,6.44,-0.99,8.68,441.66,3749.56,49.47,0,0,0,0,1,1,22.8,4.61,2024-01-15T05:38:00+09:00
2024-01-01T05:38:30+09:00,31.21,18.78,52.38,6.56,1262.38,0.48,6.76,480.63,26.08,6.99,6.49,-0.95,8.65,436.43,3792.04,49.11,0,1,1,1,1,1,22.65,4.62,2024-01-15T17:38:30+09:00
2024-01-01T05:39:00+09:00,31.29,18.69,52.65,6.56,1251.91,0.5,6.8,486.54,26.08,7.01,6.43,-0.88,8.68,445.03,3787.25,48.28,0,0,1,1,1,1,22.25,4.71,2024-01-15T07:19:48+09:00
2024-01-01T05:39:30+09:00,31.34,18.66,52.89,6.56,1256.92,0.47,6.78,477.5,25.98,7.04,6.35,-0.8,8.71,439.61,3817.66,48.34,0,0,0,1,0,0,23.08,4.79,2024-01-15T17:53:54+09:00
2024-01-01T05:40:00+09:00,31.44,18.71,52.52,6.51,1260.83,0.46,6.78,470.68,25.93,7.02,6.26,-0.66,8.73,432.44,3820.1,49.01,0,0,1,0,1,0,24.07,4.72,2024-01-14T18:37:36+09:00
2024-01-01T05:40:30+09:00,31.62,18.78,52.21,6.49,1231.0,0.46,6.85,462.27,25.94,7.03,6.3,-0.66,8.69,428.59,3838.7,49.93,0,0,0,0,0,1,24.66,4.81,2024-01-15T11:11:42+09:00
2024-01-01T05:41:00+09:00,31.57,18.74,52.46,6.48,1227.16,0.46,7.04,470.22,26.01,7.04,6.39,-0.61,8.66,437.51,3848.88,49.49,0,0,0,1,0,1,25.14,4.81,2024-01-14T15:45:48+09:00
2024-01-01T05:41:30+09:00,31.77,18.81,52.84,6.46,1230.88,0.43,6.95,467.72,26.04,7.02,6.43,-0.7,8.61,433.63,3856.11,50.47,0,0,1,1,1,1,25.58,4.89,2024-01-15T14:05:30+09:00
2024-01-01T05:42:00+09:00,31.62,18.8,53.15,6.43,1252.55,0.38,7.12,469.43,25.96,7.05,6.52,-0.69,8.62,435.05,3843.22,50.08,0,1,1,0,1,0,25.26,4.88,2024-01-16T03:32:24+09:00
2024-01-01T05:42:30+09:00,31.55,18.77,53.59,6.47,1248.53,0.39,7.23,460.35,26.0,7.05,6.47,-0.63,8.61,439.83,3815.5,49.17,1,0,1,1,1,1,25.01,4.8,2024-01-16T21:47:18+09:00
2024-01-01T05:43:00+09:00,31.61,18.71,53.2,6.44,1233.3,0.43,7.24,452.51,25.95,7.04,6.47,-0.48,8.65,445.01,3821.09,48.3,1,0,1,0,0,0,24.82,4.89,2024-01-16T23:28:36+09:00
2024-01-01T05:43:30+09:00,31.63,18.79,53.69,6.48,1205.01,0.42,7.17,442.7,25.88,7.06,6.57,-0.42,8.69,439.9,3870.61,47.75,0,1,1,0,1,0,24.24,4.86,2024-01-17T07:38:42+09:00
2024-01-01T05:44:00+09:00,31.52,18.79,53.32,6.48,1230.26,0.41,7.07,441.31,25.97,7.09,6.66,-0.41,8.65,437.47,3908.35,46.93,0,1,1,0,1,1,24.68,4.9,2024-01-17T10:17:36+09:00
2024-01-01T05:44:30+09:00,31.49,18.8,53.55,6.46,1209.41,0.37,7.17,450.15,25.87,7.09,6.71,-0.48,8.68,429.13,3883.31,47.43,1,1,0,0,1,1,25.0,4.87,2024-01-17T14:22:54+09:00
2024-01-01T05:45:00+09:00,31.53,18.88,53.52,6.44,1232.06,0.41,7.31,447.37,25.79,7.09,6.79,-0.4,8.63,420.54,3848.45,46.53,1,0,1,1,0,1,25.43,4.85,2024-01-17T06:42:36+09:00
2024-01-01T05:45:30+09:00,31.58,18.93,53.41,6.45,1227.19,0.43,7.19,444.52,25.75,7.07,6.7,-0.25,8.63,415.53,3897.81,46.61,0,0,0,0,1,0,25.75,4.93,2024-01-16T12:57:30+09:00
2024-01-01T05:46:00+09:00,31.68,18.95,53.47,6.5,1224.43,0.42,7.34,447.27,25.82,7.09,6.66,-0.05,8.64,420.77,3904.18,46.23,1,0,1,1,1,0,26.29,4.99,2024-01-16T17:02:48+09:00
2024-01-01T05:46:30+09:00,31.49,18.96,53.66,6.54,1245.46,0.42,7.34,437.56,25.89,7.07,6.67,0.14,8.59,427.98,3889.03,46.17,1,0,1,1,0,0,25.8,4.96,2024-01-17T00:29:42+09:00
2024-01-01T05:47:00+09:00,31.5,18.94,54.15,6.5,1250.17,0.47,7.53,445.81,25.98,7.09,6.6,0.17,8.58,424.07,3871.2,46.05,1,1,1,1,0,1,25.19,4.89,2024-01-17T13:27:48+09:00
2024-01-01T05:47:30+09:00,31.33,18.97,54.6,6.46,1223.87,0.48,7.55,451.95,26.05,7.11,6.61,0.3,8.6,424.36,3886.03,46.24,0,0,0,1,0,0,25.46,4.83,2024-01-17T18:45:06+09:00
2024-01-01T05:48:00+09:00,31.31,18.98,54.4,6.46,1236.74,0.43,7.66,452.9,26.0,7.1,6.67,0.49,8.56,416.21,3889.68,46.76,0,0,1,0,1,1,25.99,4.77,2024-01-17T18:16:48+09:00
2024-01-01T05:48:30+09:00,31.34,18.93,53.95,6.41,1259.58,0.47,7.56,444.18,25.95,7.12,6.59,0.53,8.51,411.87,3931.04,46.72,0,0,0,1,1,0,25.12,4.82,2024-01-17T10:07:42+09:00
2024-01-01T05:49:00+09:00,31.53,18.91,54.19,6.46,1241.96,0.51,7.54,444.26,25.95,7.09,6.57,0.61,8.48,414.91,3885.04,46.24,1,0,0,1,1,1,25.08,4.82,2024-01-17T20:41:48+09:00
2024-01-01T05:49:30+09:00,31.51,18.81,53.91,6.47,1212.08,0.56,7.64,449.1,25.88,7.08,6.55,0.47,8.45,406.51,3925.77,45.86,1,1,1,0,0,1,24.87,4.73,2024-01-17T23:06:18+09:00
2024-01-01T05:50:00+09:00,31.67,18.87,53.44,6.47,1211.74,0.57,7.5,458.69,25.8,7.09,6.52,0.36,8.49,396.75,3906.61,46.19,1,1,0,0,1,0,25.64,4.66,2024-01-17T18:47:36+09:00
2024-01-01T05:50:30+09:00,31.74,18.91,53.14,6.45,1223.49,0.53,7.57,459.65,25.88,7.09,6.49,0.22,8.54,387.03,3867.57,45.59,0,0,0,0,0,1,26.06,4.65,2024-01-17T03:40:54+09:00
2024-01-01T05:51:00+09:00,31.77,18.88,53.34,6.47,1219.97,0.48,7.64,451.12,25.9,7.11,6.55,0.32,8.55,381.98,3899.68,44.81,0,1,0,0,1,0,26.12,4.7,2024-01-16T05:07:48+09:00
2024-01-01T05:51:30+09:00,31.78,18.93,53.36,6.5,1227.19,0.45,7.56,445.61,25.87,7.11,6.47,0.15,8.55,390.94,3892.67,45.02,0,0,0,1,0,1,27.01,4.67,2024-01-16T09:13:06+09:00
2024-01-01T05:52:00+09:00,31.93,19.03,53.04,6.5,1200.56,0.46,7.42,443.23,25.85,7.12,6.5,0.02,8.5,390.04,3915.75,44.46,0,0,0,0,0,1,27.75,4.72,2024-01-16T08:59:12+09:00
2024-01-01T05:52:30+09:00,31.91,19.07,53.29,6.54,1188.27,0.5,7.25,451.94,25.91,7.11,6.44,-0.02,8.52,383.52,3933.07,45.01,1,1,1,1,0,0,28.06,4.62,2024-01-17T05:38:06+09:00
2024-01-01T05:53:00+09:00,31.84,19.12,53.66,6.52,1171.96,0.54,7.08,450.73,25.89,7.09,6.54,-0.14,8.56,385.67,3910.09,45.4,0,0,0,1,1,1,28.09,4.65,2024-01-17T21:57:48+09:00
2024-01-01T05:53:30+09:00,31.64,19.07,53.97,6.47,1183.96,0.56,7.02,456.88,25.83,7.08,6.5,-0.02,8.53,390.05,3874.22,46.26,1,1,0,1,1,0,28.19,4.62,2024-01-17T09:29:30+09:00
2024-01-01T05:54:00+09:00,31.49,19.0,53.53,6.5,1209.43,0.58,7.17,454.63,25.74,7.07,6.52,0.01,8.55,383.27,3900.0,47.24,1,1,1,0,1,0,27.37,4.65,2024-01-18T08:18:00+09:00
2024-01-01T05:54:30+09:00,31.58,18.98,53.54,6.5,1234.79,0.62,7.29,447.51,25.68,7.09,6.56,-0.09,8.6,385.08,3947.95,46.49,0,0,1,0,0,0,27.17,4.66,2024-01-18T22:56:54+09:00
2024-01-01T05:55:00+09:00,31.57,18.91,53.37,6.45,1255.44,0.61,7.35,456.17,25.72,7.11,6.46,-0.21,8.65,378.61,3900.19,45.99,0,0,1,0,1,1,26.33,4.66,2024-01-18T07:50:12+09:00
2024-01-01T05:55:30+09:00,31.49,18.91,53.21,6.44,1233.66,0.62,7.39,451.02,25.62,7.14,6.49,-0.09,8.61,384.3,3933.53,45.29,0,0,1,1,0,1,25.57,4.58,2024-01-18T05:41:06+09:00
2024-01-01T05:56:00+09:00,31.65,18.92,53.28,6.46,1242.99,0.64,7.41,443.99,25.71,7.16,6.52,-0.05,8.63,384.72,3963.38,44.57,1,0,0,1,1,0,24.64,4.56,2024-01-17T12:10:24+09:00
2024-01-01T05:56:30+09:00,31.54,18.95,53.21,6.44,1219.98,0.66,7.42,441.25,25.77,7.16,6.42,0.01,8.68,392.96,3916.97,45.25,1,0,0,1,1,0,24.09,4.54,2024-01-16T20:34:54+09:00
2024-01-01T05:57:00+09:00,31.45,19.03,52.93,6.45,1237.07,0.66,7.29,435.18,25.76,7.19,6.34,-0.19,8.65,383.09,3963.73,45.64,0,1,1,1,1,1,24.83,4.6,2024-01-16T00:25:48+09:00
2024-01-01T05:57:30+09:00,31.55,19.12,52.44,6.46,1216.97,0.62,7.2,441.38,25.79,7.16,6.29,-0.22,8.67,390.09,3945.07,46.48,1,1,0,0,0,0,24.34,4.58,2024-01-15T04:16:42+09:00
2024-01-01T05:58:00+09:00,31.67,19.16,52.71,6.44,1236.06,0.64,7.32,448.42,25.71,7.17,6.28,-0.09,8.68,387.81,3899.17,45.8,1,0,0,1,1,0,24.75,4.53,2024-01-15T23:58:00+09:00
2024-01-01T05:58:30+09:00,31.58,19.26,52.63,6.48,1253.78,0.64,7.16,448.96,25.8,7.15,6.3,-0.22,8.67,387.13,3880.62,46.41,0,1,1,0,1,0,24.54,4.5,2024-01-16T08:22:30+09:00
2024-01-01T05:59:00+09:00,31.65,19.27,53.06,6.44,1273.16,0.61,7.25,446.36,25.87,7.12,6.35,-0.11,8.69,383.47,3878.49,47.12,1,0,1,1,0,1,23.55,4.59,2024-01-15T16:32:36+09:00
2024-01-01T05:59:30+09:00,31.81,19.28,52.96,6.44,1247.22,0.57,7.25,440.27,25.94,7.14,6.38,-0.14,8.66,376.6,3908.98,47.28,1,0,0,0,1,0,23.18,4.64,2024-01-16T10:18:42+09:00
2024-01-01T06:00:00+09:00,31.9,19.37,53.33,6.44,1256.37,0.61,7.11,439.08,25.88,7.16,6.41,0.05,8.65,383.73,3936.55,47.07,0,0,0,1,1,1,22.62,4.64,2024-01-15T15:21:36+09:00
2024-01-01T06:00:30+09:00,31.71,19.35,53.26,6.4,1230.25,0.61,7.14,445.22,25.85,7.19,6.33,0.11,8.6,383.12,3912.4,46.47,1,0,0,1,1,0,22.27,4.55,2024-01-15T14:10:06+09:00
2024-01-01T06:01:00+09:00,31.7,19.43,53.02,6.42,1220.34,0.64,7.0,454.43,25.85,7.17,6.4,-0.06,8.55,385.37,3960.85,45.57,0,1,0,0,0,1,21.37,4.62,2024-01-16T01:27:24+09:00
2024-01-01T06:01:30+09:00,31.77,19.45,53.32,6.43,1200.97,0.61,7.09,449.14,25.89,7.16,6.37,0.01,8.5,389.08,4003.91,46.23,0,1,1,0,0,0,21.08,4.61,2024-01-15T17:47:06+09:00
2024-01-01T06:02:00+09:00,31.87,19.37,53.13,6.41,1223.91,0.56,7.19,448.37,25.85,7.15,6.35,-0.06,8.47,385.18,4041.18,47.01,1,1,0,1,1,1,21.71,4.61,2024-01-15T20:54:48+09:00
2024-01-01T06:02:30+09:00,31.78,19.32,53.12,6.45,1233.05,0.54,6.99,440.52,25.83,7.16,6.27,-0.0,8.52,384.01,4055.91,47.88,0,0,1,0,0,0,20.9,4.6,2024-01-15T16:07:18+09:00
2024-01-01T06:03:00+09:00,31.89,19.31,52.68,6.42,1242.22,0.56,7.1,441.99,25.87,7.13,6.32,0.2,8.51,383.54,4065.1,47.8,0,0,1,1,0,0,20.52,4.57,2024-01-16T09:39:00+09:00
2024-01-01T06:03:30+09:00,32.08,19.31,52.72,6.41,1220.78,0.55,7.2,447.26,25.78,7.14,6.27,0.4,8.53,388.01,4047.07,47.87,1,1,0,1,1,1,20.37,4.56,2024-01-17T03:53:54+09:00
2024-01-01T06:04:00+09:00,32.04,19.36,52.63,6.4,1210.24,0.52,7.16,440.7,25.68,7.14,6.18,0.27,8.55,380.36,4066.67,48.68,0,1,1,0,1,0,20.74,4.49,2024-01-16T18:47:12+09:00
